tank.id,tank.number,count.date,sample.date,sample.period,who.counted,prop.counted,hours,taxa.code,count,photo.id,measured ,number.measured,length (mm)
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.513
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.358
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.362
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.348
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.406
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.584
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.481
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.367
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.378
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.366
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.397
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.416
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.285
A0,1,5/16/2023,4/12/2023,,ABS,1,,chy,296,4.12.23_A0_chy_GV,,27,0.373
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.124
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.186
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.179
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.181
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.188
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.17
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.132
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.14
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.188
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.138
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.133
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.155
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.168
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.107
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.195
A0,1,5/16/2023,4/12/2023,,ABS,1,,nau,348,4.12.23_A0_nau_GV,,16,0.174
A0,1,5/16/2023,4/12/2023,,ABS,1,,unkown b,1,N/A,,0,0
A0,,10/10/2023,6/12/2023,,GVF,1,,bzr,1,6.12.23_A0_bzn_GVF,,1,1.277
A0,,10/10/2023,6/12/2023,,GVF,1,,chi,2,6.12.12_A0_chi_GVF,,1,2.555
A0,,10/10/2023,6/12/2023,,GVF,1,,chi,2,6.12.12_A0_chi_GVF01,,1,2.724
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.378
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.407
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.369
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.422
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.357
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.424
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.41
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.325
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.424
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.381
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.437
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.414
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.418
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.336
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.367
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.327
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.41
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.239
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.336
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.424
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.38
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.36
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.415
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.389
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.382
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.321
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.391
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.432
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.25
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.229
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF,,30,0.278
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF01,,2,0.316
A0,,10/10/2023,6/12/2023,,GVF,0.5,,chy,218,6.12.23_A0_chy_GVF01,,2,0.229
A0,,10/10/2023,6/12/2023,,GVF,1,,cyc,10,6.12.23_A0_cyc_GVF,,1,0.977
A0,,10/10/2023,6/12/2023,,GVF,1,,cyc,10,6.12.23_A0_cyc_GVF01,,1,0.715
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF,,1,1.877
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.857
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.994
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.585
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.544
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.729
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.998
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,1.463
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.567
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.94
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,1.137
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.814
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,1.129
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.818
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.796
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,0.495
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF01,,16,1.291
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF02,,8,0.561
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF02,,8,0.774
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF02,,8,1.602
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF02,,8,0.349
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF02,,8,0.516
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF02,,8,1.245
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF02,,8,0.81
A0,,10/10/2023,6/12/2023,,GVF,1,,dap,59,6.12.23_A0_dap_GVF02,,8,0.684
A0,,10/10/2023,6/12/2023,,GVF,1,,erg,1,6.12.23_A0_erg_GVF,,1,0.783
A0,,10/10/2023,6/12/2023,,GVF,1,,hydra,7,6.12.23_A0_hydra_GVF,,2,0.533
A0,,10/10/2023,6/12/2023,,GVF,1,,hydra,7,6.12.23_A0_hydra_GVF,,2,0.503
A0,,10/10/2023,6/12/2023,,GVF,1,,i16,5,6.12.23_A0_i16_GVF,,1,0.737
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.141
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.147
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.145
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.16
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.147
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.163
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.14
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.149
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.149
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.14
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.151
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.153
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.158
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.155
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.166
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.128
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.14
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.171
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.168
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.171
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.168
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.154
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.157
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.159
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.129
A0,,10/10/2023,6/12/2023,,GVF,0.5,,mon,118,6.12.23_A0_mon_GVF,,26,0.133
A0,,10/10/2023,6/12/2023,,GVF,0.5,,ost,16,6.12.23_A0_ost.cyc_GVF,,1,0.261
A0,,10/10/2023,6/12/2023,,GVF,1,,cyc,10,6.12.23_A0_ost.cyc_GVF,,1,0.613
A0,,10/10/2023,6/12/2023,,GVF,1,,thy,5,6.12.23_A0_thy_GVF,,2,1.779
A0,,10/10/2023,6/12/2023,,GVF,1,,thy,5,6.12.23_A0_thy_GVF,,2,1.316
A0,,10/10/2023,6/12/2023,,GVF,1,,thy,5,6.12.23_A0_thy_GVF01,,1,1.633
A0,,10/10/2023,6/12/2023,,GVF,1,,thy,5,6.12.23_A0_thy_GVF02,,1,1.704
A0,,10/10/2023,6/12/2023,,GVF,1,,uni,1,6.12.23_A0_uni.cyc_GVF,,1,2.321
A0,,10/10/2023,6/12/2023,,GVF,1,,cyc,10,6.12.23_A0_uni.cyc_GVF,,1,0.611
A0 ,,10/10/2023,6/12/2023,,GVF,1,,zor,1,6.12.23_A0_zor.cyc_GVF,,1,1.638
A0 ,,10/10/2023,6/12/2023,,GVF,1,,cyc,10,6.12.23_A0_zor.cyc_GVF,,1,0.901
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.478
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.365
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.338
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.351
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.374
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.415
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.222
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.408
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.32
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.318
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.276
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.277
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.274
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.303
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.264
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.267
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.412
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.287
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.361
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.279
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.297
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.445
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.4
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.27
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.231
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.337
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.254
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.31
A1,,11/13/2023,6/12/2023,,GVF,1,,chy,434,6.12.23_A1_chy_GVF,,29,0.263
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF,,6,1.221
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF,,6,0.829
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF,,6,0.479
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF,,6,0.576
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF,,6,0.743
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF,,6,0.905
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF01,,1,0.878
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF02,,3,1.371
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF02,,3,0.364
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF02,,3,NA
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF03,,1,0.691
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF04,,3,0.717
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF04,,3,0.581
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF04,,3,0.593
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF05,,3,NA
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF05,,3,NA
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF05,,3,NA
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF06,,1,0.72
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF07,,2,0.727
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF07,,2,0.775
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF08,,2,0.716
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF08,,2,0.933
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF09,,1,0.595
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF10,,2,1.459
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF10,,2,0.593
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF11,,3,0.743
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF11,,3,0.826
A1,,11/13/2023,6/12/2023,,GVF,1,,dap,195,6.12.23_A1_dap_GVF11,,3,0.736
A1,,11/13/2023,6/12/2023,,GVF,1,,ephi,3,6.12.23_A1_ephi_GVF,,1,NA
A1,,11/13/2023,6/12/2023,,GVF,1,,ephi,3,6.12.23_A1_ephi_GVF01,,1,1.136
A1,,11/13/2023,6/12/2023,,GVF,1,,ephi,3,6.12.23_A1_ephi_GVF02,,1,1.413
A1,,11/13/2023,6/12/2023,,GVF,1,,eur,3,6.12.23_A1_eur_GVF,,1,0.309
A1,,11/13/2023,6/12/2023,,GVF,1,,hydra,2,6.12.23._A1_hydra_GVF,,1,0.582
A1,,11/13/2023,6/12/2023,,GVF,1,,hydra,2,6.12.23._A1_hydra_GVF01,,1,0.603
A1,,11/13/2023,6/12/2023,,GVF,1,,mon,1,6.12.23_A1_mon_GVF,,1,0.141
A1,,11/13/2023,6/12/2023,,GVF,1,,ost,35,6.12.23_A1_ost_GVF,,3,0.169
A1,,11/13/2023,6/12/2023,,GVF,1,,ost,35,6.12.23_A1_ost_GVF,,3,0.173
A1,,11/13/2023,6/12/2023,,GVF,1,,ost,35,6.12.23_A1_ost_GVF,,3,0.191
A1,,11/13/2023,6/12/2023,,GVF,1,,ost,35,6.12.23_A1_ost_GVF01,,2,0.283
A1,,11/13/2023,6/12/2023,,GVF,1,,ost,35,6.12.23_A1_ost_GVF01,,2,0.208
A1,,11/13/2023,6/12/2023,,GVF,1,,ost,35,6.12.23_A1_ost_GVF02,,2,0.544
A1,,11/13/2023,6/12/2023,,GVF,1,,ost,35,6.12.23_A1_ost_GVF02,,2,0.563
A1,,11/13/2023,6/12/2023,,GVF,1,,ost,35,6.12.23_A1_ost_GVF03,,1,1.661
A1,,11/13/2023,6/12/2023,,GVF,1,,thy,2,6.12.23_A1_thy_GVF,,1,1.394
A1,,11/13/2023,6/12/2023,,GVF,1,,uni,1,6.12.23_A1_uni_GVF,,1,3.622
A1,,11/13/2023,6/12/2023,,GVF,1,,zor,2,6.12.23_A1_zor_GVF,,1,1.125
A1,,11/13/2023,6/12/2023,,GVF,1,,zor,2,6.12.23_A1_zor_GVF01,,1,1.141
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.338
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.382
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.475
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.398
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.447
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.412
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.465
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.309
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.239
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.425
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.424
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.399
A2,,11/6/2023,6/12/2023,,MS,1,,chy,60,6.12.23_A2_chy_MS,,21,0.397
